Date,Question,Question Body,Reply
"Jul 1, 2022",Malware Analysis - How to Analyze Malicious Microsoft Office Files,"


Phishing attacks are one of the most common causes of security breaches according to Verizon’s 2021 Data Breach Investigations Report. Most phishing attacks arrive via emails containing malicious attachments. A seemingly innocent Microsoft Word file, for example, can be the initial infection stage of a dangerous attack where a threat actor uses a document to deliver malware.​
Handling Malicious Microsoft Office Files During Incident Response​When handling a security breach, the incident response team will collect suspicious files and evidence from the compromised endpoint in order to investigate the incident. One of the challenges IR teams face is finding all of the malicious files that were used in the attack and classifying them to their relevant malware family.

Binary files are usually the main suspect. We know that malicious code was executed, so we search for suspicious binary files containing this code (looking for recently installed programs, for example). Non-binary files like Microsoft Office documents should also be carefully examined because they can be the first stage of an attack that caused the malware execution to begin with.

Office documents are widely used by threat actors to deliver malware. Usually, the file is attached to an email that is crafted to look like a legitimate communication. Threat actors use social engineering techniques to persuade the victim into opening the malicious attachment.

In this article, we will explain the different types of Microsoft Office file formats and how attackers abuse these documents to deliver malware. You will also be presented with tools and techniques that can help you better identify and classify malicious Microsoft Office files.​

Click to expand...


Full article:








How to Analyze Malicious Microsoft Office Files - Intezer


Got malicious Microsoft Office files? Check out this deep dive into the different Office file formats and how they are abused by attackers.




www.intezer.com



","

If this method was always effective, then analyzing files would not be needed."
"Jul 1, 2022",Malware Analysis - How to Analyze Malicious Microsoft Office Files,"


Phishing attacks are one of the most common causes of security breaches according to Verizon’s 2021 Data Breach Investigations Report. Most phishing attacks arrive via emails containing malicious attachments. A seemingly innocent Microsoft Word file, for example, can be the initial infection stage of a dangerous attack where a threat actor uses a document to deliver malware.​
Handling Malicious Microsoft Office Files During Incident Response​When handling a security breach, the incident response team will collect suspicious files and evidence from the compromised endpoint in order to investigate the incident. One of the challenges IR teams face is finding all of the malicious files that were used in the attack and classifying them to their relevant malware family.

Binary files are usually the main suspect. We know that malicious code was executed, so we search for suspicious binary files containing this code (looking for recently installed programs, for example). Non-binary files like Microsoft Office documents should also be carefully examined because they can be the first stage of an attack that caused the malware execution to begin with.

Office documents are widely used by threat actors to deliver malware. Usually, the file is attached to an email that is crafted to look like a legitimate communication. Threat actors use social engineering techniques to persuade the victim into opening the malicious attachment.

In this article, we will explain the different types of Microsoft Office file formats and how attackers abuse these documents to deliver malware. You will also be presented with tools and techniques that can help you better identify and classify malicious Microsoft Office files.​

Click to expand...


Full article:








How to Analyze Malicious Microsoft Office Files - Intezer


Got malicious Microsoft Office files? Check out this deep dive into the different Office file formats and how they are abused by attackers.




www.intezer.com



","




Andy Ful said:



If this method was always effective, then analyzing files would not be needed.

Click to expand...

 
One of the reasons why an AV is sometimes not sufficient:

Post in thread 'Poisoned CCleaner search results spread information-stealing malware'
Malware Alert - Poisoned CCleaner search results spread information-stealing malware"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","Don't think you will find the decrypt key in the source code, the only ransomware you will find it in the source code are poorly coded ones.

Am pretty sure ransomware uses public/private keys, so you're files are encrypted with public key the only way to de-encrypt is using the private key which will be on ransomware operators system."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","The question is how I can find it if you want I can send you the source code to look its for my class work and I cant find the right way to crack it.
Ill be grateful for any help."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.",You're not the first person asked this question same file hash. Q&A - Malware Analaysis - Encryption Key how can i find it?
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","I saw this topic but it didn't answer for my question, I want to know how to decrypt the key from this ransomware and this topic focus on how to decompile."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","Hello @The_Hash

I can help you, but I would like to make sure you understand how it works.
If you check these parts of the code:









Do you understand what each part of this code does?
Which lines of the code are unclear to you?

I suggest you actually go through line by line and try to make a description (for yourself) what it is doing on a high level. Then make this description for increasingly bigger chunks of the code.
With high level I mean 
NOT THIS: assigns return value of function X to variable Y 
BUT THIS: calculates IV for encryption 

This way you can build up an understanding for the code as well as identify what parts actually trouble you.
For each part that you do not understand, ask for help (e.g. reply here) or do further research."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","Hey @struppigel thanks alot for the help if I got it right the genenrates it self by connecting to botnet server and the key should be inside one of the files the ransomware created, Or the ransomware generates the key inside the registry?"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","

These are good starting points to search the key. Now you need to verify any assumptions you made.

> if I got it right the genenrates it self by connecting to botnet serve
Does it get the key from the server or 
does it generate the key and afterwards contact the server to send the key to the server?
Do you know why keys might be sent to a server?

> the key should be inside one of the files the ransomware created
It is a valid assumption because some ransomware does save the key in generated files. So this can be one location to look for.
But I personally would start at the key generation algorithm because it comes first and has a high probability that the criminals did something wrong there. Only if this one does not help me (because it is made in a way that we cannot retrieve the key), I would go further down the chain and look at how the key is saved or transmitted after generation.

> Or the ransomware generates the key inside the registry
Also a good location to look for. Some ransomware saves keys in the registry. You might have luck to retrieve the key from the registry of an infected system if the key is not encrypted.
It does not generate keys there, though. The registry is only a place to put settings and data into it.
Since this part comes after key generation, I would put that aside for now. Concentrate on key generation first."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","@struppigel wow thank you very much i'll try to focus on the key generation also. Also I saw that there is a piece of the code that its might be in C:\Users can you explain me this function please?
def __init__(self, key, parent_dir = 'C:\\Users'):
r""""""get key and root dir to encrypt\decrypt""""""
self.__parent_dir = parent_dir
self.__aes_encryption = AESCipher(key)"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","


This is the constructor of a Python class named EncryptHD. Do you know how classes generally work?
The constructor builds one object of this class.

To be specific:

When the main code does this:
encryption_mgr = EncryptHD(key)
it will execute the __init__ function, passing the already generated key to it.
The key is saved in the object to be used for later calls on its functions like encrypt_hd and get_aes_encryption and so on.
parent_dir = 'C:\\Users' is a default value that will be used if no other value is present. This is the case here, so for any operations on parent_dir in the EncryptHD functions, it will do them on 'C:\\Users'. If you wanted to change this in the code, it would look like EncryptHD(key, 'C:\\MyNewPathToEncrypt')

Example:


Python:


# this encrypts C:\\Users and all subdirectories using key1
encryption_mgr1 = EncryptHD(key1)
encryption_mgr1.encrypt_hd()
# this encrypts 'C:\\MyNewPathToEncrypt' and all subdirectories using a different key now, namely key2
encryption_mgr2 = EncryptHD(key2, 'C:\\MyNewPathToEncrypt')
encryption_mgr2.encrypt_hd()
# this code now decrypts C:\\Users and all subdirectories using key1
encryption_mgr1.decrypt_hd()
# this code now decrypts 'C:\\MyNewPathToEncrypt' and all subdirectories using key2
encryption_mgr1.decrypt_hd()


You can imagine the constructor as something where you set your settings for all the operations later on that are done with that object (encryption_mgr1 is an object here and encryption_mgr2 is another object here).

Does this answer your question?"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","@struppigel Thanks alot i'll try to search the right thing, And im kinda new in this all coding and im trying to understand the right way thanks to you its making me to know more on this research ."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","@struppigel ok after some research I found another thing that might be a clue. If got it right AES is also sha256 no?
' ' '
oid = b('\x06\t`\x86H\x01e\x03\x04\x02\x01')
digest_size = 32
block_size = 64
' ' '"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","Hi. SHA256 and AES are not the same. 
See answers in this StackOverflow question: What's the difference between SHA and AES encryption?"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","@struppigel Hi,
I tried to search everywhere in the decompiled file but still didn't managed to get the the key can you help me to understand where I need to be focus on to get the answer?
Thank you and have a nice day."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","How would you describe this generate_key() function? What are the steps to generate the key?


"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","its using md5 from the hash library I have a file that called _hashlib.pyd?, I tired to put the variable in the ransomware but nothing and I'm really trying to understand every piece in this code and I'm getting fail every time."
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","Yes, it creates an md5 hash. But the hash function gets something as input. What is the input?"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.",utf-8? but where I can find it in the files I extracted if its the answer?
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","You do not need to look at additional files.

The input is encoded in UTF-8. UTF-8 is a specific way to represent strings.
But what is actually the string? What is first encoded and then MD5 hashed?"
"Jun 27, 2022",Malware Analysis - Cant find decryption key,"Hi,
I'm doing malware analysis on a ransomware(MD5- 2B96C1985D2C9CE7E885B5732B54CB84), I found the source code but didn't manage to find the decryption key.
I'll be grateful for any help and if you can explain me how to find the decryption key.","(str(k)?, Can I generate the variable 'this is the key' to md5 and get the key?"
"May 31, 2022",Malware Analysis - IOC of APT task,"Hello,
I am new to cybersecurity and I have a task to solve.
I should create an open .ioc file containing indicators of APT29 or APT39. (I should have minimum 5 indicator types).
My resource is https://www.fireeye.com/services/freeware/ioc-editor.html 
Could you help me where i can find reports containing IOC of APTs or some guide for the task.
(I found some information about IOC in Mandiant.com, but its not enough)","






StellarParticle is a campaign tracked by CrowdStrike as related to the SUNSPOT implant from the SolarWinds intrusion in December 2020 and associated with COZY BEAR (aka APT29, “The Dukes”).
The StellarParticle campaign has continued against multiple organizations, with COZY BEAR using novel tools and techniques to complete their objectives, as identified by CrowdStrike incident responders and the CrowdStrike Intelligence team.
Browser cookie theft and Microsoft Service Principal manipulation are two of the novel techniques and tools leveraged in the StellarParticle campaign and are discussed in this blog.
Two sophisticated malware families were placed on victim systems in mid-2019: a Linux variant of GoldMax and a new implant dubbed TrailBlazer.


Click to expand...










StellarParticle Campaign: Novel Tactics and Techniques | CrowdStrike


This blog discusses the StellarParticle campaign and the novel tactics and techniques used in supply chain attacks observed by CrowdStrike incident responders.




www.crowdstrike.com



"
"May 31, 2022",Malware Analysis - IOC of APT task,"Hello,
I am new to cybersecurity and I have a task to solve.
I should create an open .ioc file containing indicators of APT29 or APT39. (I should have minimum 5 indicator types).
My resource is https://www.fireeye.com/services/freeware/ioc-editor.html 
Could you help me where i can find reports containing IOC of APTs or some guide for the task.
(I found some information about IOC in Mandiant.com, but its not enough)","

https://attackevals.mitre-engenuity.org/enterprise










MITRE ATT&CK


MITRE ATT&CK has 16 repositories available. Follow their code on GitHub.




github.com












GitHub - mitre-attack/bzar: A set of Zeek scripts to detect ATT&CK techniques.


A set of Zeek scripts to detect ATT&CK techniques. - GitHub - mitre-attack/bzar: A set of Zeek scripts to detect ATT&CK techniques.




github.com



"
"May 23, 2022",Malware Analysis - BPFDoor,"Quote: "" BPFDoor is interesting. It allows a threat actor to backdoor a system for remote code execution, without opening any new network ports or firewall rules. For example, if a webapp exists on port 443, it can listen and react on the existing port 443, and the implant can be reached over the webapp port (even with the webapp running). This is because it uses a BPF packet filter.

Operators have access to a tool which allows communication to the implants, using a password, which allows features such as remotely executing commands. This works over internal and internet networks. Because BPFDoor doesn’t open any inbound network ports, doesn’t use an outbound C2, and it renames its own process in Linux (so ps aux, for example, will show a friendly name) it is highly evasive. I swept the internet for BPFDoor throughout 2021, and discovered it is installed at organisations in across the globe— in particular the US, South Korea, Hong Kong, Turkey, India, Viet Nam and Myanmar, and is highly evasive. These organisations include government systems, postal and logistic systems, education systems and more. Inside those organisations I believe it is likely present on thousands of systems. The implant appears to be for surveillance purposes.

Per PwC: "" We also identified that the threat actor sends commands to BPFDoor victims via Virtual Private Servers (VPSs) hosted at a well-known provider, and that these VPSs, in turn, are administered via compromised routers based in Taiwan, which the threat actor uses as VPN tunnels. Most Red Menshen activity that we observed took place between Monday to Friday (with none observed on the weekends), with most communication taking place between 01:00 and 10:00 UTC. This pattern suggests a consistent 8 to 9-hour activity window for the threat actor, with realistic probability of it aligning to local working hours. ""

The implant has been in use for many years — over 5 — and has flown under the radar. ""

"" PwC plan to present their findings in June ""








BPFDoor — an active Chinese global surveillance tool


Recently, PwC Threat Intelligence documented the existence of BPFDoor, a passive network implant for Linux they attribute to Red Menshen…




doublepulsar.com





","





The BPFDoor source is small, focused and well written. While the sample we reviewed was Linux specific, with some small changes it could easily be ported to other platforms (a Solaris binary reportedly exists). BPF is widely available across operating systems and the core shell functions would likely work across platforms with little modification. 

Statically linked it would grow to about 1MB, but the dynamically linked version would likely work on most modern Linux distributions. Cross compiling for various CPUs is also possible so this implant would likely work on embedded Linux devices as well. The binary itself just needs to be downloaded onto the victim and run. It doesn't matter how or where it gets to the host as it takes care of moving itself to a suitable area once run to remain resident. However, the binary does need root permissions to run.

Click to expand...





After the binary starts, it deletes itself making recovery harder. However, recovering a deleted process binary on Linux is trivial once it is running (see our article on how to do it). But the main thing deletion does is allow the binary to avoid detection by malware scanners that rely on file scanning. The binary is simply not on the disk to be scanned and if the main binary is hidden/encrypted on the device for persistence it would be very hard to find.

Click to expand...





Once the implant has done its anti-forensics and evasion housekeeping, it goes into the packet capture loop. The packet capture function loads a BPF filter (hence the name). BPF is a highly efficient way to filter packets coming into a system which massively reduces CPU load by preventing all packets from needing to be analyzed by the receiver. It effectively operates as a very efficient pre-filter and only passes likely valid packets for review to the implant.

With BPFDoor they have taken a BPF filter and converted it to BPF bytecode. This keeps the implant small and less reliant on system libraries that may need to parse a human readable BPF filter, and allows for filters that the normal expression syntax cannot represent.

We have reverse engineered the bytecode below to show you what it is doing. It does basically two things:

Grabs either an ICMP (ping), UDP or TCP packet.
Sees if it has magic data value. If not then reject.


Click to expand...





The relevance of the BPF filter and packet capture is that it is sniffing traffic at a lower level than the local firewall. This means that even if you run a firewall the implant will see, and act upon, any magic packet sent to the system. The firewall running on the local host will not block the implant from having this visibility. This is an important point to understand.

Further, if you have a network perimeter firewall, but it allows traffic to a host on ICMP, UDP or TCP to any port, then the implant can see it. Any inbound traffic to the sever can activate the magic packet check and initiate a backdoor. For instance, if you run a webserver and lock it down so only port TCP 443 can be accessed, the attacker can send a magic packet to TCP port 443 and activate a backdoor. Same for any UDP packet or even a simple ICMP ping.

Click to expand...


Full source: 








BPFDoor - An Evasive Linux Backdoor Technical Analysis


BPFDoor is an stealthy Linux backdoor operating for years undetected. We disclose full technical details and detection techniques here.




www.sandflysecurity.com



"
"May 12, 2022",Ransomware - Identifying Ransomware’s Stealthy Boot Configuration Edits,"


The research by Binary Defense entails the various threat hunting techniques and detections for a regularly reported Ransomware-as-a-Service (RaaS) methodology. Using the built-in Windows programme bcdedit.exe (Boot Configuration Data Edit), threat actors have been spotted changing boot loader configurations to: 

Modify Boot Status Policies 
Disable Recovery Mode 
Enable Safe Mode


Click to expand...










Identifying Ransomware’s Stealthy Boot Configuration Edits


Threat actors have been spotted changing boot loader configurations, read on to know more.




www.cysecurity.news



",Excellent Article thanks for sharing
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

The link is in Chinese, but your browser should be able to translate it."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

"
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Actually it is my post. But I asked Lenovo, and their reason seem to be""no one report it ""and "" this isn't a known issue"". So I think they didn't really check it."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Sorry. I'm not a native English speaker. What is fp means? Thx"
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!",FP -> false positive
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Thanks! Correct the title."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Thanks for your help. Hope other companies will follow up.
I think Microsoft can't just use sha256 or md5, it needs file upload?"
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Yeah, you cannot submit samples to Microsoft by hash."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

I wouldn't throw VTs assessment ( 27/66 ) in this case under the buss, simply because certain well known vendors does not detect it on VT. Nextron systems THOR APT scanner does very well flag it, but VT should not be used as a bullet proof test as that never been it's purpose. 

It could be worth getting some of the not mentioned in this threads AV vendors take a look at it. Try contact Bitdefender, F-Secure and also G-Data."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

All of three can't use hash, so I send downloading url and told them the file is downlaoded by the url(if the website permit)."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Hash value normally works just fine and can be of help if you "" contact "" as in either use the phone or chat option if available. But as you have access to the actual file itself, as mentioned in your first post : 


Jay44 said:



I downlaoded an driver from Lenovo website.

Click to expand...

of course you should send it to them and then also use include extra information, and the Hash along with your email address so you can get a full support ticket number and a correct feedback. 

Most AV vendors simply requires the file to be added in an archive ( rar, zip etc ) and use the password: infected"
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","The detection names are all over the place, ""Coinminer"", ""Password stealer"", ""Powershell"", ""Banker"", and lots of just generic detections, true positives often have similar sounding names, as if, for example, it was an password stealer most AV engines would label it as one."
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Did you mean engines use so different name, so it might be false positive (maybe because ML?)"
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!","

Hello, I haven't see company's driver be installed virus in recent year's news. Most of the problems appear because driver has bug, right?
I already send mail to Lenovo psirt, but they say they didn't have results yet. "
"May 1, 2022",Q&A - Driver from Lenovo identified as virus. False positive?,"I downlaoded an driver from Lenovo website. When I installed it, Microsoft defender sayed it has an exe is virus.
I checked sha256 is right.
Nvidia Graphics Driver for Windows 11 (64-bit) - ThinkBook 14 G4+ IAP, ThinkBook 16 G4+ IAP.(Model 21CY0007CD) I don't know if I can post the link to the driver.
I uploaded it on virustotal, some antivirus software said it is virus, but some famous antivirus softwares and sandboxes undetected.





VirusTotal


VirusTotal




www.virustotal.com




Does someone know if it is a false negative?
Thank you!",Many of the AV engines that detect it as malicious are AI / ML based. They often tend to throw quite a few false positives.
